# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
cloud.txt
ground.txt
backgrounds.txt
coin.txt

#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#Backgrounds-BigTree
7	32	352	71100
7	48	352	71200

7	16	368	71100
7	32	368	71600
7	48	368	71400
7	64	368	71100
7	80	368	71200
7	96	368	71100
7	112	368	71200

7	16	384	71300
7	32	384	71500
7	48	384	71600
7	64	384	71700
7	80	384	71400
7	96	384	71300
7	112	384	71500
7	128	384	71200

7	16	400	71300
7	32	400	71700
7	48	400	71700
7	64	400	71700
7	80	400	71500
7	96	400	71600
7	112	400	71700
7	128	400	71400

7	880	336	71100
7	896	336	71200

7	832	352	71100
7	848	352	71200
7	864	352	71100
7	880	352	71600
7	896	352	71400
7	912	352	71100
7	928	352	71200
7	960	352	71100
7	976	352	71200

7	832	368	71300
7	848	368	71500
7	864	368	71600
7	880	368	71500
7	896	368	71600
7	912	368	71700
7	928	368	71400
7	960	368	71300
7	976	368	71500
7	992	368	71200

7	816	384	71100
7	832	384	71600
7	848	384	71700
7	864	384	71700
7	880	384	71700
7	896	384	71700
7	912	384	71700
7	928	384	71400
7	944	384	71100
7	960	384	71600
7	976	384	71700
7	992	384	71400

#Backgrounds-SmallTree
7	160	400	72100
7	176	400	72100
7	192	400	72100

7	672	384	72100
7	688	384	72100
7	704	384	72100
7	720	384	72100
7	736	384	72100
7	752	384	72100

7	1040	384	72100
7	1056	384	72100

#Backgrounds-Cloud
7	112	272	73100
7	128	272	73200
7	144	272	73200
7	160	272	73300
7	112	288	73400
7	128	288	73500
7	144	288	73500
7	160	288	73600

7	320	256	73100
7	336	256	73200
7	352	256	73300
7	320	272	73400
7	336	272	73500
7	352	272	73600

7	640	272	73100
7	656	272	73200
7	672	272	73300
7	640	288	73400
7	656	288	73500
7	672	288	73600

7	720	304	73100
7	736	304	73200
7	752	304	73200
7	768	304	73200
7	784	304	73300
7	720	320	73400
7	736	320	73500
7	752	320	73500
7	768	320	73500
7	784	320	73600

# MARIO
0	600	320

#Platform
5	90	256	16	15	3	51000	52000	53000
#5	120	90	16	16	8	20001	20001	20001

#Ground
6	0	416	16	16	39	1	61000	62000	63000	0	0	0
6	624	400	16	16	29	2	61000	62000	63000	64000	65000	66000


