# list of object assets to load in this scene
[ASSETS]
Sprites_Animations/Backgrounds.txt
Sprites_Animations/Box.txt
Sprites_Animations/BreakableBrick.txt
Sprites_Animations/Brick.txt
Sprites_Animations/Coin.txt
Sprites_Animations/Fireball.txt
Sprites_Animations/Goomba.txt
Sprites_Animations/KoopaTroopa.txt
Sprites_Animations/Leaf.txt
Sprites_Animations/Mario.txt
Sprites_Animations/Mushroom.txt
Sprites_Animations/Ptooie.txt
Sprites_Animations/QuestionBlock.txt
Sprites_Animations/Switch.txt
Sprites_Animations/VenusFireTrap.txt

[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h
# Mario add at the end

#Backgrounds-BigTree
0	40	360	1100	1	1
0	56	360	1200	1	1

0	24	376	1100	1	1
0	40	376	1600	1	1
0	56	376	1400	1	1
0	72	376	1100	1	1
0	88	376	1200	1	1
0	104	376	1100	1	1
0	120	376	1200	1	1

0	24	392	1300	1	1
0	40	392	1500	1	1
0	56	392	1600	1	1
0	72	392	1700	1	1
0	88	392	1400	1	1
0	104	392	1300	1	1
0	120	392	1500	1	1
0	136	392	1200	1	1

0	24	408	1300	1	1
0	40	408	1700	1	1
0	56	408	1700	1	1
0	72	408	1700	1	1
0	88	408	1500	1	1
0	104	408	1600	1	1
0	120	408	1700	1	1
0	136	408	1400	1	1

0	888	344	1100	1	1
0	904	344	1200	1	1

0	840	360	1100	1	1
0	856	360	1200	1	1
0	872	360	1100	1	1
0	888	360	1600	1	1
0	904	360	1400	1	1
0	920	360	1100	1	1
0	936	360	1200	1	1
0	968	360	1100	1	1
0	984	360	1200	1	1

0	840	376	1300	1	1
0	856	376	1500	1	1
0	872	376	1600	1	1
0	888	376	1500	1	1
0	904	376	1600	1	1
0	920	376	1700	1	1
0	936	376	1400	1	1
0	968	376	1300	1	1
0	984	376	1500	1	1
0	1000	376	1200	1	1

0	824	392	1100	1	1
0	840	392	1600	1	1
0	856	392	1700	1	1
0	872	392	1700	1	1
0	888	392	1700	1	1
0	904	392	1700	1	1
0	920	392	1700	1	1
0	936	392	1400	1	1
0	952	392	1100	1	1
0	968	392	1600	1	1
0	984	392	1700	1	1
0	1000	392	1400	1	1

0	1895	408	1100	1	1
0	1911	408	1600	1	1
0	1912	376	1100	1	1
0	1927	376	1200	1	1
0	1912	392	1300	1	1
0	1927	392	1500	1	1
0	1927	408	1700	1	1
0	1943	392	1200	1	1
0	1943	408	1400	1	1

0	2376	360	1100	1	1
0	2376	376	1300	1	1
0	2376	392	1300	1	1
0	2376	408	1300	1	1
0	2392	344	1100	1	1
0	2392	360	1600	1	1
0	2392	376	1700	1	1
0	2392	392	1700	1	1
0	2392	408	1700	1	1

0	2408	296	1100	1	1
0	2408	312	1300	1	1
0	2408	328	1300	1	1
0	2408	344	1600	1	1
0	2408	360	1700	1	1
0	2408	376	1700	1	1
0	2408	392	1700	1	1
0	2408	408	1700	1	1

0	2424	296	1200	1	1
0	2424	312	1500	1	1
0	2424	328	1700	1	1
0	2424	344	1700	1	1
0	2424	360	1700	1	1
0	2424	376	1700	1	1
0	2424	392	1700	1	1
0	2424	408	1700	1	1

0	2440	312	1200	1	1
0	2440	328	1400	1	1
0	2440	344	1400	1	1
0	2440	360	1400	1	1
0	2440	376	1400	1	1
0	2440	392	1500	1	1
0	2440	408	1700	1	1

0	2456	392	1200	1	1
0	2456	408	1400	1	1

#Backgrounds-SmallTree
0	168	408	2100	3	1
#0	184	408	2100
#0	200	408	2100

0	680	392	2100	5	1
#0	696	392	2100
#0	712	392	2100
#0	728	392	2100
#0	744	392	2100
#0	760	392	2100

0	1048	392	2100	2	1
#0	1064	392	2100

0	1192	408	2100	3	1
#0	1208	408	2100
#0	1224	408	2100

0	1736	408	2100	3	1
#0	1752	408	2100
#0	1768	408	2100

#Backgrounds-Cloud
0	120	280	3100	1	1
0	136	280	3200	1	1
0	152	280	3200	1	1
0	168	280	3300	1	1
0	120	296	3400	1	1
0	136	296	3500	1	1
0	152	296	3500	1	1
0	168	296	3600	1	1

0	328	264	3100	1	1
0	344	264	3200	1	1
